X,Y,OBJECTID,DATE,LATITUDE,LONGITUDE,CD1____KM_,CD2____KM_,CD3____KM_,CD4____KM_,WD1__G_KM_,WD2__G_KM_,WD3__G_KM_,WD4__G_KM_,SEA_STATE_,SOURCE,INFO,CD4
-64.0100000003997,31.1800000001999,18,17/01/2010,31.18,-64.01,1173.82,10137.53,1814.08,0,0.45,47.17,101.16,0,2.5,M. Eriksen,NAG10-SM018,0
-64.2699999997002,31.5400000001999,19,17/01/2010,31.54,-64.27,9953.75,31224.77,2590.7,0,1.5,135.67,67.49,0,2,M. Eriksen,NAG10-SM019,0
-64.5399999997002,31.9599999999001,20,18/01/2010,31.96,-64.54,4082.42,24984.39,2776.04,0,0.65,154.97,1465.26,0,2,M. Eriksen,NAG10-SM020,0
-64.4300000000999,32.3199999999001,21,28/01/2010,32.32,-64.43,6826,37944.54,4818.35,0,1.2,287.29,307.97,0,2,M. Eriksen,NAG10-SM021,0
-64.6299999997002,32.0800000001999,22,28/01/2010,32.08,-64.63,0,52359.45,3272.47,0,0,449.15,175.08,0,2.5,M. Eriksen,NAG10-SM022,0
-62.77,31.59,23,29/01/2010,31.59,-62.77,2757.7,29685.78,811.09,0,0.45,209.89,50.94,0,2.5,M. Eriksen,NAG10-SM023,0
-62.0400000001998,31.1999999998002,24,29/01/2010,31.2,-62.04,0,14085.83,2134.22,0,0,109.54,90.92,0,2.5,M. Eriksen,NAG10-SM024,0
-61.3100000003997,30.87,25,30/01/2010,30.87,-61.31,5454.11,85973.98,7032.93,0,1.18,505.72,701.43,0,2.5,M. Eriksen,NAG10-SM025,0
-58.7100000001998,30.0699999999001,26,31/01/2010,30.07,-58.71,3346.84,40533.95,5454.11,0,0.47,187.16,193.5,0,2,M. Eriksen,NAG10-SM026,0
-58.7100000001998,30.0699999999001,27,31/01/2010,30.07,-58.71,619.79,2107.27,371.87,0,0.74,25.54,14.5,0,1.5,M. Eriksen,NAG10-SM027,0
-56.6999999999001,29.6799999996004,28,1/2/2010,29.68,-56.7,434.88,4566.23,543.6,0,0.13,33.59,93.72,0,3,M. Eriksen,NAG10-SM028,0
-54.9599999996003,29.5399999997003,29,2/2/2010,29.54,-54.96,2727.05,64494.84,2999.76,0,0.88,288.8,103.36,0,2,M. Eriksen,NAG10-SM029,0
-53.6099999996002,29.2800000003997,30,2/2/2010,29.28,-53.61,31002.3,36799.48,1638.33,0,5.83,79.27,279.4,0,1.5,M. Eriksen,NAG10-SM030,0
-51.8899999998001,28.9099999997003,31,3/2/2010,28.91,-51.89,2680.58,27452.85,1756.24,0,0.63,139.67,35.77,0,1.5,M. Eriksen,NAG10-SM031,0
-51.0799999998001,28.7699999998002,32,3/2/2010,28.77,-51.08,43126.42,99927.07,4558.08,0,9.47,341.92,134.99,0,3,M. Eriksen,NAG10-SM032,0
-50.0999999996002,28.5499999997003,33,3/2/2010,28.55,-50.1,1431.7,26997.84,1636.23,0,0.78,268.53,205.55,0,3,M. Eriksen,NAG10-SM033,0
-35.0199999997002,35.6700000003997,34,9/2/2010,35.67,-35.02,3151.26,8241.76,0,0,0.44,56.72,0,0,3,M. Eriksen,NAG10-SM034,0
-33.3899999999001,36.2899999997003,35,9/2/2010,36.29,-33.39,1163.54,19198.46,3781.52,0,0.23,154.54,214.24,0,2.5,M. Eriksen,NAG10-SM035,0
-39.28,-23.4999999997002,36,28/08/2010,-23.5,-39.28,13612.36,9487.4,2681.22,0,1.69,20.01,19.86,0,3,M. Eriksen,SAG10-1,0
-37.4899999998001,-23.7299999996002,37,29/08/2010,-23.73,-37.49,2142.69,3116.63,0,0,0.53,23.76,0,0,3,M. Eriksen,SAG10-2,0
-36.6899999996003,-23.89,38,29/08/2010,-23.89,-36.69,1080.87,6330.82,154.41,0,0.19,61.13,1.85,0,3,M. Eriksen,SAG10-3,0
-33.9600000001998,-24.1100000000999,39,30/08/2010,-24.11,-33.96,17251.58,21520.02,1244.96,0,1.6,126.81,4.62,0,2,M. Eriksen,SAG10-4,0
-30.8500000002998,-23.0300000000999,40,31/08/2010,-23.03,-30.85,8264.64,16028.4,0,0,0.93,104.94,0,0,3,M. Eriksen,SAG10-5,0
-29.25,-22.3000000002998,41,1/9/2010,-22.3,-29.25,1051.23,2803.27,1051.23,0,0.7,22.43,89,0,5,M. Eriksen,SAG10-6,0
-28.2500000000999,-20.83,42,2/9/2010,-20.83,-28.25,1313.45,2189.08,0,0,0.04,10.95,0,0,4,M. Eriksen,SAG10-7,0
-27.3400000002997,-19.8,43,2/9/2010,-19.8,-27.34,1868.85,4360.64,0,0,0.31,18.94,0,0,3,M. Eriksen,SAG10-8,0
-26.1599999996002,-18.6200000000999,44,3/9/2010,-18.62,-26.16,194.67,584.01,0,0,0.02,1.95,0,0,3,M. Eriksen,SAG10-9,0
-25.0900000002997,-17.8900000002997,45,3/9/2010,-17.89,-25.09,1816.8,0,0,0,1.09,0,0,0,3,M. Eriksen,SAG10-10,0
-23.7299999996002,-16.9799999996002,46,4/9/2010,-16.98,-23.73,1968.85,3281.42,0,0,0.16,2.26,0,0,4,M. Eriksen,SAG10-11,0
-22.5300000001998,-16.24,47,4/9/2010,-16.24,-22.53,1006.3,503.15,335.43,0,0.07,3.22,4.51,0,4,M. Eriksen,SAG10-12,0
-20.74,-13.99,48,5/9/2010,-13.99,-20.74,0,4488.9,320.64,0,0,20.2,43.61,0,4,M. Eriksen,SAG10-13,0
-41.04,-26.4299999996003,49,10/11/2010,-26.43,-41.04,0,1973.57,845.81,0,0,5.47,1.41,0,4,M. Eriksen,SAG10-14,0
-39.9199999998001,-26.3900000003997,50,11/11/2010,-26.39,-39.92,363.39,5087.42,1453.55,0,0.03,29,10.97,0,4,M. Eriksen,SAG10-15,0
-38.7599999996003,-26.19,51,11/11/2010,-26.19,-38.76,503.15,2515.76,503.15,0,0.25,11.22,25.84,0,4,M. Eriksen,SAG10-16,0
-37.5899999996003,-26.1300000001998,52,12/11/2010,-26.13,-37.59,0,4862.5,540.28,0,0,31.74,57.16,0,4,M. Eriksen,SAG10-17,0
-36.4999999998001,-26.0000000000999,53,12/11/2010,-26,-36.5,3400.01,8985.73,485.72,0,0.31,51.56,40.53,0,4,M. Eriksen,SAG10-18,0
-35.37,-25.9000000002997,54,13/11/2010,-25.9,-35.37,1962.29,3270.48,654.1,0,0.36,6.87,11.05,0,3,M. Eriksen,SAG10-19,0
-34.2099999997002,-25.7999999996002,55,13/11/2010,-25.8,-34.21,0,14090.91,0,0,0,84.96,0,0,3,M. Eriksen,SAG10-20,0
-35.0800000002997,-25.92,56,14/11/2010,-25.92,-35.08,1206.33,6433.74,4423.19,0,0.44,10.86,50.59,0,3,M. Eriksen,SAG10-21,0
-31.9700000003996,-26.0800000002997,57,14/11/2010,-26.08,-31.97,0,8328.91,0,0,0,80.11,0,0,3,M. Eriksen,SAG10-22,0
-31.09,-26.3100000001998,58,16/11/2010,-26.31,-31.09,1022.03,7767.4,817.62,0,0.04,57.58,122.87,0,3,M. Eriksen,SAG10-23,0
-30.0299999996003,-26.4900000001998,59,17/11/2010,-26.49,-30.03,2289.34,9320.88,654.1,0,1.99,78.03,28.29,0,4,M. Eriksen,SAG10-24,0
-29.1000000001998,-26.8000000002997,60,18/11/2010,-26.8,-29.1,473.98,1895.93,0,0,0.33,18.84,0,0,4,M. Eriksen,SAG10-25,0
-28.0899999997002,-26.6999999996003,61,18/11/2010,-26.7,-28.09,137.42,2336.06,549.66,0,0.12,18.36,115.29,0,4,M. Eriksen,SAG10-26,0
-26.8900000002997,-27.3299999996003,62,19/11/2010,-27.33,-26.89,893.57,3797.69,446.79,0,0.22,52.72,27.48,0,5,M. Eriksen,SAG10-27,0
-25.9000000002997,-27.8800000002998,63,19/11/2010,-27.88,-25.9,1514.11,3677.13,216.3,0,0.22,32.01,11.03,0,5,M. Eriksen,SAG10-28,0
-24.9799999998001,-28.5799999998001,64,20/11/2010,-28.58,-24.98,268.07,3216.87,804.22,0,0.03,21.71,143.42,0,6,M. Eriksen,SAG10-29,0
-24.61,-29.5199999999001,65,21/11/2010,-29.52,-24.61,545.08,2725.4,0,0,0.05,47.69,0,0,6,M. Eriksen,SAG10-30,0
-23.4800000000999,-29.97,66,23/11/2010,-29.97,-23.48,1054.99,7121.21,527.5,0,0.21,54.33,41.67,0,5,M. Eriksen,SAG10-31,0
-22.6700000000999,-30.6599999996002,67,23/11/2010,-30.66,-22.67,0,2725.4,817.62,0,0,34.07,73.04,0,5,M. Eriksen,SAG10-32,0
-21.73,-31.2500000003997,68,24/11/2010,-31.25,-21.73,3270.48,11298.03,1189.27,0,0.24,60.56,111.49,0,4,M. Eriksen,SAG10-33,0
-20.7499999998001,-31.8699999997002,69,24/11/2010,-31.87,-20.75,837.73,1809.49,368.6,0,0.18,11.03,12.57,0,4,M. Eriksen,SAG10-34,0
-19.9499999996003,-32.5899999997002,70,24/11/2010,-32.59,-19.95,4769.45,37474.29,4769.45,0,1.36,271.59,334,0,2,M. Eriksen,SAG10-35,0
-19.1000000003996,-33.4899999997002,71,25/11/2010,-33.49,-19.1,8687.22,38325.98,4088.1,0,0.72,328.63,134.91,0,2,M. Eriksen,SAG10-36,0
-18.1899999997002,-34.0400000003996,72,25/11/2010,-34.04,-18.19,817.62,45377.96,817.62,0,0.49,292.79,9.81,0,2,M. Eriksen,SAG10-37,0
-17.19,-34.6,73,26/11/2010,-34.6,-17.19,116236.4,146897.18,17847.32,0,296.54,507.05,139.12,0,2,M. Eriksen,SAG10-38,0
-15.9799999998001,-34.33,74,26/11/2010,-34.33,-15.98,11290.95,71249.82,4672.12,0,2.88,358.47,137.36,0,2,M. Eriksen,SAG10-39,0
-14.7900000001998,-34.0699999998001,75,27/11/2010,-34.07,-14.79,13462.04,91462.67,3167.54,0,4.91,371.95,38.6,0,2,M. Eriksen,SAG10-40,0
-13.7100000001998,-33.57,76,27/11/2010,-33.57,-13.71,24543.49,53600.73,5360.07,0,4.23,160.24,26.8,0,2,M. Eriksen,SAG10-41,0
-12.4900000002997,-33.2599999998002,77,27/11/2010,-33.26,-12.49,6813.51,19532.05,4996.57,0,1.14,39.15,334.09,0,2,M. Eriksen,SAG10-42,0
-11.3700000001998,-32.8999999998001,78,27/11/2010,-32.9,-11.37,36419.37,95534.88,527.82,0,7.92,368.94,16.89,0,2,M. Eriksen,SAG10-43,0
-10.2000000001998,-32.6100000001998,79,28/11/2010,-32.61,-10.2,123897.43,51918.92,37759.22,0,21.24,106.2,118,0,2,M. Eriksen,SAG10-44,0
-9.21000000019978,-32.3300000003997,80,28/11/2010,-32.33,-9.21,74613.49,113930.77,15637.56,0,19.97,329.95,1398.94,0,1,M. Eriksen,SAG10-45,0
-8.08000000029972,-31.6399999998001,81,29/11/2010,-31.64,-8.08,49086.98,107718.66,10908.22,0,11.93,794.46,37.43,0,1,M. Eriksen,SAG10-46,0
-6.98999999960023,-31.9300000002997,82,29/11/2010,-31.93,-6.99,1855.89,14847.09,8042.17,0,0.19,31.49,184.97,0,1,M. Eriksen,SAG10-47,0
-5.9499999997002,-32.2799999996002,83,30/11/2010,-32.28,-5.95,65449.31,58904.38,11453.63,0,8.48,65.6,289.61,0,2,M. Eriksen,SAG10-48,0
-4.8500000000999,-32.62,84,30/11/2010,-32.62,-4.85,0,55189.41,3406.75,0,0,110.58,83.19,0,2,M. Eriksen,SAG10-49,0
-3.68000000009988,-32.8400000000999,85,30/11/2010,-32.84,-3.68,1635.24,3815.56,8721.29,0,0.38,20.6,94.63,0,2,M. Eriksen,SAG10-50,0
-2.42999999990002,-33.0399999997002,86,1/12/2010,-33.04,-2.43,47450.75,83993.28,6544.93,0,7.53,292.72,19.63,0,2,M. Eriksen,SAG10-51,0
-1.26999999970019,-33.2199999997002,87,2/12/2010,-33.22,-1.27,3270.48,57233.46,8176.21,0,0.65,341.44,17.33,0,3,M. Eriksen,SAG10-52,0
0.080000000299833,-33.4200000001998,88,2/12/2010,-33.42,0.08,32704.83,138995.54,24528.63,0,6.7,566.12,288.37,0,2,M. Eriksen,SAG10-53,0
1.08000000009997,-33.6199999998001,89,2/12/2010,-33.62,1.08,1090.16,8721.29,4905.73,0,0.22,8.07,25.89,0,1,M. Eriksen,SAG10-54,0
2.25999999990012,-33.8200000002997,90,3/12/2010,-33.82,2.26,29434.35,63229.35,8721.29,0,5.01,257.88,63.28,0,1,M. Eriksen,SAG10-55,0
3.4600000001999,-34.0299999997002,91,3/12/2010,-34.03,3.46,1635.24,15262.26,0,0,1.64,97.02,0,0,3,M. Eriksen,SAG10-56,0
4.86,-34.1599999998001,92,4/12/2010,-34.16,4.86,0,13030.83,3066.08,0,0,157.06,91.83,0,4,M. Eriksen,SAG10-57,0
6.25000000019992,-34.3600000002998,93,4/12/2010,-34.36,6.25,19089.38,59995.2,2727.05,0,5.32,259.07,35.45,0,4,M. Eriksen,SAG10-58,0
7.11,-34.3100000003997,94,5/12/2010,-34.31,7.11,0,17442.58,0,0,0,101.49,0,0,3,M. Eriksen,SAG10-59,0
9.77999999980022,-34.0199999999001,95,5/12/2010,-34.02,9.78,2180.32,4360.64,0,0,0.87,34.99,0,0,3,M. Eriksen,SAG10-60,0
11.3999999998002,-33.7800000001998,96,6/12/2010,-33.78,11.4,54508.06,80275.5,8919.5,0,12.78,903.35,125.86,0,4,M. Eriksen,SAG10-61,0
-5.9499999997002,-17.7200000000999,97,15/01/2011,-17.72,-5.95,0,8657.16,1923.81,0,0,8.18,1.92,0,3,M. Eriksen,SAG11-1,0
-5.97000000019978,-19.1799999997002,98,15/01/2011,-19.18,-5.97,1923.81,961.91,480.95,0,0.96,3.37,2.4,0,3,M. Eriksen,SAG11-2,0
-5.99999999960028,-20.88,99,16/01/2011,-20.88,-6,0,3692.48,263.75,0,0,17.41,44.31,0,3,M. Eriksen,SAG11-3,0
-6.19000000029973,-22.54,100,17/01/2011,-22.54,-6.19,2336.06,11346.57,1001.17,0,0.33,81.06,73.09,0,1,M. Eriksen,SAG11-4,0
-6.33000000019979,-23.85,101,17/01/2011,-23.85,-6.33,9386.58,8645.54,0,0,2.22,16.06,0,0,1,M. Eriksen,SAG11-5,0
-7.27000000029972,-24.3800000000999,102,17/01/2011,-24.38,-7.27,19798.89,28598.4,2566.52,0,2.57,107.43,34.83,0,0,M. Eriksen,SAG11-6,0
-8.1999999997002,-24.9100000002997,103,18/01/2011,-24.91,-8.2,25126.88,33502.51,1994.2,0,4.39,108.88,264.83,0,0,M. Eriksen,SAG11-7,0
-9.2299999998001,-25.38,104,18/01/2011,-25.38,-9.23,35430.24,34651.55,10122.92,0,8.57,41.66,52.56,0,2,M. Eriksen,SAG11-8,0
-10.2800000003996,-25.8200000000999,105,18/01/2011,-25.82,-10.28,204626.19,245286.25,30937,0,34.03,380.97,236.45,0,1,M. Eriksen,SAG11-9,0
-11.29,-26.2899999997002,106,19/01/2011,-26.29,-11.29,45604.35,42021.15,2605.96,0,5.54,57.33,17.59,0,2,M. Eriksen,SAG11-10,0
-12.2600000003997,-26.8400000003996,107,19/01/2011,-26.84,-12.26,18937.54,34568.53,3607.15,0,5.41,101.9,76.95,0,2,M. Eriksen,SAG11-11,0
-13.27,-27.22,108,20/01/2011,-27.22,-13.27,5946.33,17839,495.53,0,1.49,77.8,41.62,0,3,M. Eriksen,SAG11-12,0
-14.3000000000999,-27.6399999997002,109,20/01/2011,-27.64,-14.3,88575.59,147823.48,17478.13,0,16.89,467.76,843.1,0,1,M. Eriksen,SAG11-13,0
-15.34,-28.03,110,20/01/2011,-28.03,-15.34,29236.14,45093.03,3964.22,0,5.45,279.48,229.92,0,1,M. Eriksen,SAG11-14,0
-16.3899999997002,-28.39,111,21/01/2011,-28.39,-16.39,17885.46,47268.7,4258.44,0,5.2,150.32,692,0,3,M. Eriksen,SAG11-15,0
-17.4400000002997,-28.8300000001998,112,21/01/2011,-28.83,-17.44,70126.71,73585.88,13207.72,0,12.26,227.68,120.44,0,3,M. Eriksen,SAG11-16,0
-18.5099999996003,-29.1199999998001,113,22/01/2011,-29.12,-18.51,22192.57,41757.06,3504.09,0,5.26,234.77,145.71,0,2,M. Eriksen,SAG11-17,0
-19.57,-29.5100000000999,114,22/01/2011,-29.51,-19.57,31239.29,63249.91,7713.4,0,8.41,214.43,40.11,0,2,M. Eriksen,SAG11-18,0
-20.7099999997002,-29.9500000002997,115,22/01/2011,-29.95,-20.71,21597.53,65178.27,5785.05,0,5.4,281.92,366,0,2,M. Eriksen,SAG11-19,0
-21.8299999998001,-30.28,116,23/01/2011,-30.28,-21.83,51047.23,63160.13,7786.87,0,9.08,158.33,665.78,0,2,M. Eriksen,SAG11-20,0
-22.9300000002997,-30.5699999996003,117,23/01/2011,-30.57,-22.93,138304.02,119185.53,17491.39,0,21.15,292.88,163.93,0,1,M. Eriksen,SAG11-21,0
-24.0600000001998,-30.9000000001998,118,23/01/2011,-30.9,-24.06,211384.9,167844.93,43539.97,0,30.91,273.87,169.51,0,1,M. Eriksen,SAG11-22,0
-25.2200000003996,-31.1399999999001,119,24/01/2011,-31.14,-25.22,173744.43,193855.26,10549.95,0,21.43,287.49,60.99,0,2,M. Eriksen,SAG11-23,0
-26.32,-31.4800000002998,120,24/01/2011,-31.48,-26.32,24186.85,24186.85,2366.11,0,2.63,58.36,31.55,0,3,M. Eriksen,SAG11-24,0
-27.5200000002997,-31.6600000002997,121,25/01/2011,-31.66,-27.52,96946.47,84682.16,18396.47,0,13.72,307.16,101.62,0,2,M. Eriksen,SAG11-25,0
-28.6900000002997,-31.9400000000999,122,25/01/2011,-31.94,-28.69,47474.76,42199.79,0,0,8.44,88.14,0,0,1,M. Eriksen,SAG11-26,0
-29.7099999997002,-32.4800000000999,123,26/01/2011,-32.48,-29.71,82179.24,90939.46,21274.83,0,11.14,234.44,163.11,0,2,M. Eriksen,SAG11-27,0
-30.8100000001998,-32.8300000002997,124,26/01/2011,-32.83,-30.81,23506.6,30660.78,2725.4,0,3.75,65.07,209.52,0,3,M. Eriksen,SAG11-28,0
-32.0499999997002,-33.2400000001998,125,27/01/2011,-33.24,-32.05,26607.32,36030.75,1940.12,0,4.43,138.03,185.14,0,4,M. Eriksen,SAG11-29,0
-33.1699999998001,-33.4499999996003,126,27/01/2011,-33.45,-33.17,20849.33,29025.54,4496.91,0,3.03,87.89,150.85,0,4,M. Eriksen,SAG11-30,0
-34.3399999998001,-33.6900000001998,127,27/01/2011,-33.69,-34.34,7432.92,14542.66,323.17,0,0.97,80.15,17.13,0,5,M. Eriksen,SAG11-31,0
-35.5,-33.9399999997002,128,28/01/2011,-33.94,-35.5,545.08,2725.4,272.54,0,0.27,14.44,60.23,0,5,M. Eriksen,SAG11-32,0
-36.4499999999001,-34.6800000001998,129,29/01/2011,-34.68,-36.45,15609.13,52773.71,0,0,2.97,128.59,0,0,2,M. Eriksen,SAG11-33,0
-37.6000000002998,-34.7700000001998,130,29/01/2011,-34.77,-37.6,7472.88,11429.11,5274.97,0,1.32,66.82,143.74,0,3,M. Eriksen,SAG11-34,0
-38.8200000001998,-34.6700000003997,131,30/01/2011,-34.67,-38.82,38357.52,52993.94,10094.08,0,4.9,125.72,1090.16,0,2,M. Eriksen,SAG11-35,0
-40.0800000001998,-34.8100000002997,132,31/01/2011,-34.81,-40.08,90716.98,36208.92,9733.58,0,10.9,85.66,99.28,0,2,M. Eriksen,SAG11-36,0
-41.35,-34.87,133,31/01/2011,-34.87,-41.35,85525.19,177892.4,10263.02,0,10.26,370.84,51.32,0,3,M. Eriksen,SAG11-37,0
-42.57,-34.8399999997002,134,31/01/2011,-34.84,-42.57,3303.52,8809.38,1651.76,0,0.91,34.38,106.81,0,2,M. Eriksen,SAG11-38,0
-43.8600000001998,-34.9100000000999,135,1/2/2011,-34.91,-43.86,4569.06,8176.21,1202.38,0,0.96,37.75,108.94,0,4,M. Eriksen,SAG11-39,0
-45.0099999997002,-35.0800000002997,136,1/2/2011,-35.08,-45.01,29360.02,24528.63,3716.46,0,4.09,47.94,66.15,0,4,M. Eriksen,SAG11-40,0
-46.3,-34.9400000003997,137,2/2/2011,-34.94,-46.3,6813.51,5791.48,1362.7,0,1.02,42.41,82.44,0,3,M. Eriksen,SAG11-41,0
-47.83,-35.1499999998001,138,2/2/2011,-35.15,-47.83,16352.42,39129,2920.07,0,2.34,68.33,224.85,0,2,M. Eriksen,SAG11-42,0
-49.2100000002997,-34.7200000002997,139,3/2/2011,-34.72,-49.21,4695.8,10220.26,828.67,0,1.08,61.32,36.19,0,2,M. Eriksen,SAG11-43,0
-133.87,37.2000000003997,140,16/09/2007,37.2,-133.87,15506.45,18552.36,1107.6,0,2.9,36.88,61.06,0,4,C. Moore,NPG07-M001,0
-133.95,37.1799999999001,141,16/09/2007,37.18,-133.95,32472.93,68218.32,14348.5,0,8.84,297.77,1158.28,0,4,C. Moore,NPG07-M002,0
-137.45,38.1500000002998,142,18/09/2007,38.15,-137.45,118621.69,97000.01,14282.21,0,13.69,88.07,3654.46,0,3,C. Moore,NPG07-M004,0
-141.77,38.6900000002998,143,20/09/2007,38.69,-141.77,17257.5,18881.74,2436.35,0,1.89,35.9,37.76,0,3,C. Moore,NPG07-M005,0
-142.03,38.6900000002998,144,20/09/2007,38.69,-142.03,5100.93,14353.77,1660.77,0,1.87,22.04,224.67,0,3,C. Moore,NPG07-M006,0
-142.27,38.6400000003998,145,20/09/2007,38.64,-142.27,9619.48,12488.45,928.2,0,1.96,21.26,14.43,0,3,C. Moore,NPG07-M007,0
-143.82,37.8699999996003,146,21/09/2007,37.87,-143.82,16235.81,255134.23,11597.01,0,3.71,500.3,361.83,0,4,C. Moore,NPG07-M008,0
-144.84,36.68,147,22/09/2007,36.68,-144.84,82044.72,391763.53,28202.87,0,31.23,788.09,12882.05,0,4,C. Moore,NPG07-M010,0
-145.04,36.5099999998002,148,22/09/2007,36.51,-145.04,20917.25,107991.36,7296.71,0,6.32,212.72,40.38,0,3,C. Moore,NPG07-M012,0
-146.96,32.5499999998002,149,24/09/2007,32.55,-146.96,22362.54,60773.5,7498.03,0,6.04,454.99,775.32,0,4,C. Moore,NPG07-M013,0
-147.3,32.5200000003998,150,24/09/2007,32.52,-147.3,13741.98,61151.82,17177.48,0,4.12,522.88,1100.73,0,4,C. Moore,NPG07-M015,0
-152.61,31.5599999998002,151,26/09/2007,31.56,-152.61,5382.34,29710.54,6028.23,0,1.46,411,4039.99,0,3.5,C. Moore,NPG07-M018,0
-153.52,29.4499999997003,152,27/09/2007,29.45,-153.52,2016.65,23527.53,5377.72,0,0.81,289.86,494.62,0,4,C. Moore,NPG07-M019,0
-155.66,18.8900000002998,153,10/11/2007,18.89,-155.66,0,8386.43,0,0,0,61.48,82.57,0,4.5,C. Moore,NPG07-M020,0
-155.7,18.9199999997003,154,10/11/2007,18.92,-155.7,418.09,1254.26,418.09,0,0.42,1.46,0.42,0,4,C. Moore,NPG07-M021,0
-155.72,18.95,155,10/11/2007,18.95,-155.72,721.67,721.67,0,0,0.24,1.92,0,0,4.5,C. Moore,NPG07-M022,0
-155.98,18.1599999996003,156,10/11/2007,18.16,-155.98,3741.2,1360.44,0,0,2.04,6.12,0,0,5,C. Moore,NPG07-M023,0
-155.18,19.2399999996003,157,11/11/2007,19.24,-155.18,156.73,1097.09,156.73,0,0.31,3.45,3.76,0,3,C. Moore,NPG07-M024,0
-154.34,19.7000000002998,158,12/11/2007,19.7,-154.34,221.59,2437.48,1107.94,0,0.22,10.41,25.26,0,3,C. Moore,NPG07-M025,0
-154.44,19.85,159,12/11/2007,19.85,-154.44,617.13,2879.93,411.42,0,0.41,10.08,20.57,0,3,C. Moore,NPG07-M026,0
-154.69,19.9200000003997,160,12/11/2007,19.92,-154.69,1768.14,4641.37,1547.12,0,1.11,28.75,121.56,0,3,C. Moore,NPG07-M027,0
-155.45,19.0700000002998,161,24/11/2007,19.07,-155.45,1590.78,3181.56,1590.78,0,0.68,11.82,38.86,0,3,C. Moore,NPG07-M028,0
-155.57,19.0099999997002,162,24/11/2007,19.01,-155.57,14048.46,35369.07,1983.31,0,2.5,128.89,31.4,0,4,C. Moore,NPG07-M029,0
-156.09,19.3400000002998,163,24/11/2007,19.34,-156.09,26247.9,24283.77,1785.57,0,5.07,26.74,572.1,0,2,C. Moore,NPG07-M030,0
-156.0,19.8999999999001,164,25/11/2007,19.9,-156,0,725.75,0,0,0,1.27,0,0,2,C. Moore,NPG07-M031,0
-156.05,19.2900000003997,165,21/01/2008,19.29,-156.05,5713.83,3713.99,0,0,2,3.14,0,0,3,C. Moore,NPG08-M032,0
